#datatype measurement,dateTime:RFC3339,double,tag
m,time,kW,location
PAT,2024-02-07T08:29:39Z,51.1,ENSEM
PAT,2024-02-07T08:29:54Z,50.5,ENSEM
PAT,2024-02-07T08:30:17Z,50.1,ENSEM
PAT,2024-02-07T08:30:25Z,50.3,ENSEM
PAT,2024-02-07T08:30:40Z,50.1,ENSEM
PAT,2024-02-07T08:30:55Z,50.3,ENSEM
PAT,2024-02-07T08:31:10Z,50.7,ENSEM
PAT,2024-02-07T08:31:25Z,52.1,ENSEM
PAT,2024-02-07T08:31:40Z,53.6,ENSEM
PAT,2024-02-07T08:31:55Z,51.9,ENSEM
PAT,2024-02-07T08:32:10Z,52.8,ENSEM
PAT,2024-02-07T08:32:25Z,52.4,ENSEM
PAT,2024-02-07T08:32:40Z,51.8,ENSEM
PAT,2024-02-07T08:32:55Z,48.8,ENSEM
PAT,2024-02-07T08:33:10Z,49.5,ENSEM
PAT,2024-02-07T08:33:25Z,49.1,ENSEM
PAT,2024-02-07T08:33:41Z,49.2,ENSEM
PAT,2024-02-07T08:33:56Z,48.7,ENSEM
PAT,2024-02-07T08:34:11Z,49.7,ENSEM
PAT,2024-02-07T08:34:26Z,50.2,ENSEM
PAT,2024-02-07T08:34:41Z,49.6,ENSEM
PAT,2024-02-07T08:34:56Z,49.3,ENSEM
PAT,2024-02-07T08:35:11Z,49.1,ENSEM
PAT,2024-02-07T08:35:41Z,49.4,ENSEM
PAT,2024-02-07T08:35:56Z,49.5,ENSEM
PAT,2024-02-07T08:36:11Z,50.3,ENSEM
PAT,2024-02-07T08:36:26Z,49.9,ENSEM
PAT,2024-02-07T08:36:41Z,50.1,ENSEM
PAT,2024-02-07T08:37:11Z,52.3,ENSEM
PAT,2024-02-07T08:37:27Z,50.8,ENSEM
PAT,2024-02-07T08:37:42Z,50.6,ENSEM
PAT,2024-02-07T08:37:57Z,54.2,ENSEM
PAT,2024-02-07T08:38:12Z,53.8,ENSEM
PAT,2024-02-07T08:38:27Z,53.5,ENSEM
PAT,2024-02-07T08:38:44Z,54.4,ENSEM
PAT,2024-02-07T08:39:14Z,55.0,ENSEM
PAT,2024-02-07T08:39:29Z,51.1,ENSEM
PAT,2024-02-07T08:39:59Z,50.6,ENSEM
PAT,2024-02-07T08:40:14Z,51.2,ENSEM
PAT,2024-02-07T08:40:29Z,50.0,ENSEM
PAT,2024-02-07T08:40:45Z,49.7,ENSEM
PAT,2024-02-07T08:41:00Z,49.9,ENSEM
PAT,2024-02-07T08:41:15Z,49.7,ENSEM
PAT,2024-02-07T08:41:45Z,49.9,ENSEM
PAT,2024-02-07T08:42:00Z,49.6,ENSEM
PAT,2024-02-07T08:42:30Z,49.8,ENSEM
PAT,2024-02-07T08:42:45Z,54.2,ENSEM
PAT,2024-02-07T08:43:00Z,55.7,ENSEM
PAT,2024-02-07T08:43:15Z,54.6,ENSEM
PAT,2024-02-07T08:43:30Z,55.0,ENSEM
PAT,2024-02-07T08:43:45Z,54.5,ENSEM
PAT,2024-02-07T08:44:00Z,54.6,ENSEM
PAT,2024-02-07T08:44:16Z,54.5,ENSEM
PAT,2024-02-07T08:44:31Z,55.0,ENSEM
PAT,2024-02-07T08:44:46Z,57.4,ENSEM
PAT,2024-02-07T08:45:16Z,57.0,ENSEM
PAT,2024-02-07T08:45:31Z,57.5,ENSEM
PAT,2024-02-07T08:45:46Z,58.1,ENSEM
PAT,2024-02-07T08:46:01Z,57.3,ENSEM
PAT,2024-02-07T08:46:16Z,55.0,ENSEM
PAT,2024-02-07T08:46:46Z,54.8,ENSEM
PAT,2024-02-07T08:47:02Z,54.9,ENSEM
PAT,2024-02-07T08:47:17Z,54.0,ENSEM
PAT,2024-02-07T08:47:32Z,54.1,ENSEM
PAT,2024-02-07T08:47:47Z,53.0,ENSEM
PAT,2024-02-07T08:48:02Z,53.3,ENSEM
PAT,2024-02-07T08:48:17Z,53.6,ENSEM
PAT,2024-02-07T08:48:32Z,53.8,ENSEM
PAT,2024-02-07T08:48:47Z,53.2,ENSEM
PAT,2024-02-07T08:49:02Z,53.0,ENSEM
PAT,2024-02-07T08:49:17Z,53.7,ENSEM
PAT,2024-02-07T08:49:32Z,54.0,ENSEM
PAT,2024-02-07T08:49:47Z,53.7,ENSEM
PAT,2024-02-07T08:50:02Z,55.2,ENSEM
PAT,2024-02-07T08:50:18Z,54.6,ENSEM
PAT,2024-02-07T08:50:33Z,55.4,ENSEM
PAT,2024-02-07T08:50:48Z,54.7,ENSEM
PAT,2024-02-07T08:51:03Z,54.8,ENSEM
PAT,2024-02-07T08:51:18Z,54.5,ENSEM
PAT,2024-02-07T08:51:33Z,58.1,ENSEM
PAT,2024-02-07T08:51:48Z,57.7,ENSEM
PAT,2024-02-07T08:52:03Z,58.0,ENSEM
PAT,2024-02-07T08:52:18Z,58.3,ENSEM
PAT,2024-02-07T08:52:33Z,57.9,ENSEM
PAT,2024-02-07T08:52:48Z,56.7,ENSEM
PAT,2024-02-07T08:53:03Z,54.7,ENSEM
PAT,2024-02-07T08:53:18Z,54.9,ENSEM
PAT,2024-02-07T08:53:34Z,55.2,ENSEM
PAT,2024-02-07T08:53:49Z,54.8,ENSEM
PAT,2024-02-07T08:54:04Z,55.1,ENSEM
PAT,2024-02-07T08:54:19Z,54.1,ENSEM
PAT,2024-02-07T08:54:34Z,55.2,ENSEM
PAT,2024-02-07T08:54:49Z,53.9,ENSEM
PAT,2024-02-07T08:55:04Z,54.0,ENSEM
PAT,2024-02-07T08:55:19Z,53.8,ENSEM
PAT,2024-02-07T08:55:34Z,54.4,ENSEM
PAT,2024-02-07T08:55:49Z,54.3,ENSEM
PAT,2024-02-07T08:56:19Z,54.0,ENSEM
PAT,2024-02-07T08:56:35Z,55.1,ENSEM
PAT,2024-02-07T08:56:50Z,55.3,ENSEM
PAT,2024-02-07T08:57:21Z,54.9,ENSEM
PAT,2024-02-07T08:58:06Z,57.4,ENSEM
PAT,2024-02-07T08:58:38Z,57.8,ENSEM
PAT,2024-02-07T08:58:53Z,58.0,ENSEM
PAT,2024-02-07T08:59:23Z,55.5,ENSEM
PAT,2024-02-07T08:59:38Z,55.6,ENSEM
PAT,2024-02-07T08:59:53Z,55.4,ENSEM
PAT,2024-02-07T09:00:08Z,55.0,ENSEM
PAT,2024-02-07T09:00:24Z,55.9,ENSEM
PAT,2024-02-07T09:00:54Z,55.8,ENSEM
PAT,2024-02-07T09:01:09Z,55.9,ENSEM
PAT,2024-02-07T09:01:24Z,55.0,ENSEM
PAT,2024-02-07T09:01:54Z,55.3,ENSEM
PAT,2024-02-07T09:02:09Z,55.1,ENSEM
PAT,2024-02-07T09:02:39Z,54.6,ENSEM
PAT,2024-02-07T09:02:54Z,55.2,ENSEM
PAT,2024-02-07T09:03:24Z,56.2,ENSEM
PAT,2024-02-07T09:03:39Z,55.2,ENSEM
PAT,2024-02-07T09:03:54Z,55.0,ENSEM
PAT,2024-02-07T09:04:09Z,55.3,ENSEM
PAT,2024-02-07T09:04:25Z,56.1,ENSEM
PAT,2024-02-07T09:04:40Z,56.4,ENSEM
PAT,2024-02-07T09:04:55Z,56.8,ENSEM
PAT,2024-02-07T09:05:10Z,56.2,ENSEM
PAT,2024-02-07T09:05:25Z,56.3,ENSEM
PAT,2024-02-07T09:05:40Z,56.0,ENSEM
PAT,2024-02-07T09:05:55Z,56.7,ENSEM
PAT,2024-02-07T09:06:10Z,53.9,ENSEM
PAT,2024-02-07T09:06:25Z,54.1,ENSEM
PAT,2024-02-07T09:06:40Z,53.1,ENSEM
PAT,2024-02-07T09:06:55Z,53.6,ENSEM
PAT,2024-02-07T09:07:10Z,54.1,ENSEM
PAT,2024-02-07T09:07:25Z,53.3,ENSEM
PAT,2024-02-07T09:07:56Z,54.0,ENSEM
PAT,2024-02-07T09:08:11Z,54.3,ENSEM
PAT,2024-02-07T09:08:26Z,54.2,ENSEM
PAT,2024-02-07T09:08:41Z,53.6,ENSEM
PAT,2024-02-07T09:08:56Z,53.4,ENSEM
PAT,2024-02-07T09:09:11Z,54.2,ENSEM
PAT,2024-02-07T09:09:26Z,55.2,ENSEM
PAT,2024-02-07T09:09:41Z,54.0,ENSEM
PAT,2024-02-07T09:10:11Z,53.9,ENSEM
PAT,2024-02-07T09:10:26Z,53.7,ENSEM
PAT,2024-02-07T09:10:41Z,54.1,ENSEM
PAT,2024-02-07T09:11:11Z,54.5,ENSEM
PAT,2024-02-07T09:11:26Z,56.5,ENSEM
PAT,2024-02-07T09:11:42Z,57.1,ENSEM
PAT,2024-02-07T09:11:57Z,57.3,ENSEM
PAT,2024-02-07T09:12:12Z,57.6,ENSEM
PAT,2024-02-07T09:12:42Z,56.6,ENSEM
PAT,2024-02-07T09:12:57Z,53.8,ENSEM
PAT,2024-02-07T09:13:12Z,54.8,ENSEM
PAT,2024-02-07T09:13:27Z,52.8,ENSEM
PAT,2024-02-07T09:13:42Z,53.0,ENSEM
PAT,2024-02-07T09:13:57Z,46.8,ENSEM
PAT,2024-02-07T09:14:12Z,47.4,ENSEM
PAT,2024-02-07T09:14:27Z,50.3,ENSEM
PAT,2024-02-07T09:14:42Z,50.0,ENSEM
PAT,2024-02-07T09:14:57Z,49.6,ENSEM
PAT,2024-02-07T09:15:15Z,49.8,ENSEM
PAT,2024-02-07T09:15:28Z,50.1,ENSEM
PAT,2024-02-07T09:15:43Z,50.5,ENSEM
PAT,2024-02-07T09:15:58Z,50.2,ENSEM
PAT,2024-02-07T09:16:13Z,50.6,ENSEM
PAT,2024-02-07T09:16:28Z,50.2,ENSEM
PAT,2024-02-07T09:16:43Z,50.5,ENSEM
PAT,2024-02-07T09:16:58Z,50.4,ENSEM
PAT,2024-02-07T09:17:13Z,50.9,ENSEM
PAT,2024-02-07T09:17:28Z,50.6,ENSEM
PAT,2024-02-07T09:17:43Z,50.3,ENSEM
PAT,2024-02-07T09:17:58Z,50.1,ENSEM
PAT,2024-02-07T09:18:14Z,54.1,ENSEM
PAT,2024-02-07T09:18:29Z,53.1,ENSEM
PAT,2024-02-07T09:18:44Z,52.6,ENSEM
PAT,2024-02-07T09:18:59Z,52.5,ENSEM
PAT,2024-02-07T09:19:14Z,53.0,ENSEM
PAT,2024-02-07T09:19:29Z,53.3,ENSEM
PAT,2024-02-07T09:19:44Z,50.5,ENSEM
PAT,2024-02-07T09:19:59Z,49.8,ENSEM
PAT,2024-02-07T09:20:14Z,49.4,ENSEM
PAT,2024-02-07T09:20:44Z,49.5,ENSEM
PAT,2024-02-07T09:20:59Z,49.3,ENSEM
PAT,2024-02-07T09:21:14Z,50.5,ENSEM
PAT,2024-02-07T09:21:30Z,49.9,ENSEM
PAT,2024-02-07T09:21:45Z,50.9,ENSEM
PAT,2024-02-07T09:22:15Z,52.7,ENSEM
PAT,2024-02-07T09:22:30Z,52.6,ENSEM
PAT,2024-02-07T09:22:45Z,52.2,ENSEM
PAT,2024-02-07T09:23:00Z,52.0,ENSEM
PAT,2024-02-07T09:23:15Z,53.1,ENSEM
PAT,2024-02-07T09:23:30Z,53.4,ENSEM
PAT,2024-02-07T09:23:45Z,52.7,ENSEM
PAT,2024-02-07T09:24:00Z,52.9,ENSEM
PAT,2024-02-07T09:24:15Z,54.3,ENSEM
PAT,2024-02-07T09:24:30Z,53.6,ENSEM
PAT,2024-02-07T09:24:45Z,55.9,ENSEM
PAT,2024-02-07T09:25:01Z,56.0,ENSEM
PAT,2024-02-07T09:25:16Z,56.6,ENSEM
PAT,2024-02-07T09:25:31Z,57.2,ENSEM
PAT,2024-02-07T09:25:46Z,57.3,ENSEM
PAT,2024-02-07T09:26:01Z,56.3,ENSEM
PAT,2024-02-07T09:26:16Z,53.4,ENSEM
PAT,2024-02-07T09:26:31Z,52.6,ENSEM
PAT,2024-02-07T09:26:46Z,52.9,ENSEM
PAT,2024-02-07T09:27:01Z,51.1,ENSEM
PAT,2024-02-07T09:27:16Z,51.7,ENSEM
PAT,2024-02-07T09:27:31Z,51.8,ENSEM
PAT,2024-02-07T09:27:46Z,48.8,ENSEM
PAT,2024-02-07T09:28:01Z,48.6,ENSEM
PAT,2024-02-07T09:28:16Z,49.4,ENSEM
PAT,2024-02-07T09:28:32Z,49.2,ENSEM
PAT,2024-02-07T09:28:47Z,48.7,ENSEM
PAT,2024-02-07T09:29:02Z,48.9,ENSEM
PAT,2024-02-07T09:29:17Z,48.3,ENSEM
PAT,2024-02-07T09:29:32Z,48.8,ENSEM
PAT,2024-02-07T09:29:47Z,48.4,ENSEM
PAT,2024-02-07T09:30:17Z,53.8,ENSEM
PAT,2024-02-07T09:30:17Z,50.7,ENSEM
PAT,2024-02-07T09:30:32Z,49.5,ENSEM
PAT,2024-02-07T09:30:47Z,50.1,ENSEM
PAT,2024-02-07T09:31:02Z,51.7,ENSEM
PAT,2024-02-07T09:31:17Z,53.5,ENSEM
PAT,2024-02-07T09:31:32Z,58.4,ENSEM
PAT,2024-02-07T09:31:48Z,59.1,ENSEM
PAT,2024-02-07T09:32:03Z,58.5,ENSEM
PAT,2024-02-07T09:32:18Z,58.7,ENSEM
PAT,2024-02-07T09:32:48Z,57.6,ENSEM
PAT,2024-02-07T09:33:03Z,56.4,ENSEM
PAT,2024-02-07T09:33:18Z,58.3,ENSEM
PAT,2024-02-07T09:33:33Z,57.3,ENSEM
PAT,2024-02-07T09:33:48Z,55.0,ENSEM
PAT,2024-02-07T09:34:03Z,57.5,ENSEM
PAT,2024-02-07T09:34:18Z,56.5,ENSEM
PAT,2024-02-07T09:34:33Z,57.5,ENSEM
PAT,2024-02-07T09:34:48Z,57.2,ENSEM
PAT,2024-02-07T09:35:03Z,53.6,ENSEM
PAT,2024-02-07T09:35:18Z,55.4,ENSEM
PAT,2024-02-07T09:35:34Z,59.1,ENSEM
PAT,2024-02-07T09:35:49Z,58.4,ENSEM
PAT,2024-02-07T09:36:04Z,53.6,ENSEM
PAT,2024-02-07T09:36:19Z,58.5,ENSEM
PAT,2024-02-07T09:36:34Z,57.2,ENSEM
PAT,2024-02-07T09:36:49Z,57.6,ENSEM
PAT,2024-02-07T09:37:04Z,58.7,ENSEM
PAT,2024-02-07T09:37:19Z,59.1,ENSEM
PAT,2024-02-07T09:37:34Z,57.7,ENSEM
PAT,2024-02-07T09:37:49Z,58.3,ENSEM
PAT,2024-02-07T09:38:04Z,60.1,ENSEM
PAT,2024-02-07T09:38:19Z,59.7,ENSEM
PAT,2024-02-07T09:38:34Z,60.1,ENSEM
PAT,2024-02-07T09:38:49Z,60.5,ENSEM
PAT,2024-02-07T09:39:05Z,61.1,ENSEM
PAT,2024-02-07T09:39:20Z,59.8,ENSEM
PAT,2024-02-07T09:39:35Z,57.8,ENSEM
PAT,2024-02-07T09:40:05Z,56.5,ENSEM
PAT,2024-02-07T09:40:20Z,57.2,ENSEM
PAT,2024-02-07T09:40:35Z,57.3,ENSEM
PAT,2024-02-07T09:40:50Z,57.4,ENSEM
PAT,2024-02-07T09:41:05Z,55.9,ENSEM
PAT,2024-02-07T09:41:20Z,56.7,ENSEM
PAT,2024-02-07T09:41:50Z,58.3,ENSEM
PAT,2024-02-07T09:42:05Z,57.0,ENSEM
PAT,2024-02-07T09:42:20Z,55.6,ENSEM
PAT,2024-02-07T09:42:35Z,57.0,ENSEM
PAT,2024-02-07T09:42:51Z,58.3,ENSEM
PAT,2024-02-07T09:43:06Z,59.2,ENSEM
PAT,2024-02-07T09:43:21Z,57.9,ENSEM
PAT,2024-02-07T09:43:36Z,57.3,ENSEM
PAT,2024-02-07T09:43:51Z,59.6,ENSEM
PAT,2024-02-07T09:44:06Z,60.1,ENSEM
PAT,2024-02-07T09:44:36Z,62.7,ENSEM
PAT,2024-02-07T09:44:51Z,61.9,ENSEM
PAT,2024-02-07T09:45:17Z,61.3,ENSEM
PAT,2024-02-07T09:45:21Z,60.5,ENSEM
PAT,2024-02-07T09:45:36Z,61.8,ENSEM
PAT,2024-02-07T09:45:52Z,63.3,ENSEM
PAT,2024-02-07T09:46:07Z,59.1,ENSEM
PAT,2024-02-07T09:46:22Z,58.5,ENSEM
PAT,2024-02-07T09:46:37Z,57.6,ENSEM
PAT,2024-02-07T09:46:52Z,57.0,ENSEM
PAT,2024-02-07T09:47:07Z,54.5,ENSEM
PAT,2024-02-07T09:47:23Z,58.8,ENSEM
PAT,2024-02-07T09:47:37Z,58.2,ENSEM
PAT,2024-02-07T09:47:52Z,58.5,ENSEM
PAT,2024-02-07T09:48:07Z,60.3,ENSEM
PAT,2024-02-07T09:48:22Z,58.6,ENSEM
PAT,2024-02-07T09:48:37Z,55.2,ENSEM
PAT,2024-02-07T09:48:52Z,56.1,ENSEM
PAT,2024-02-07T09:49:07Z,55.1,ENSEM
PAT,2024-02-07T09:49:22Z,55.6,ENSEM
PAT,2024-02-07T09:49:38Z,56.2,ENSEM
PAT,2024-02-07T09:49:53Z,56.4,ENSEM
PAT,2024-02-07T09:50:08Z,56.8,ENSEM
PAT,2024-02-07T09:50:23Z,55.5,ENSEM
PAT,2024-02-07T09:50:38Z,56.8,ENSEM
PAT,2024-02-07T09:50:53Z,58.0,ENSEM
PAT,2024-02-07T09:51:08Z,60.6,ENSEM
PAT,2024-02-07T09:51:23Z,60.0,ENSEM
PAT,2024-02-07T09:51:38Z,61.6,ENSEM
PAT,2024-02-07T09:51:53Z,60.8,ENSEM
PAT,2024-02-07T09:52:08Z,60.6,ENSEM
PAT,2024-02-07T09:52:23Z,58.3,ENSEM
PAT,2024-02-07T09:52:38Z,57.8,ENSEM
PAT,2024-02-07T09:52:54Z,59.0,ENSEM
PAT,2024-02-07T09:53:09Z,59.8,ENSEM
PAT,2024-02-07T09:53:24Z,54.8,ENSEM
PAT,2024-02-07T09:53:39Z,57.2,ENSEM
PAT,2024-02-07T09:53:54Z,58.5,ENSEM
PAT,2024-02-07T09:54:09Z,58.1,ENSEM
PAT,2024-02-07T09:54:24Z,56.0,ENSEM
PAT,2024-02-07T09:54:39Z,59.0,ENSEM
PAT,2024-02-07T09:54:54Z,57.9,ENSEM
PAT,2024-02-07T09:55:09Z,57.6,ENSEM
PAT,2024-02-07T09:55:24Z,57.2,ENSEM
PAT,2024-02-07T09:55:39Z,54.7,ENSEM
PAT,2024-02-07T09:55:54Z,58.3,ENSEM
PAT,2024-02-07T09:56:09Z,57.2,ENSEM
PAT,2024-02-07T09:56:24Z,56.9,ENSEM
PAT,2024-02-07T09:56:39Z,56.7,ENSEM
PAT,2024-02-07T09:56:55Z,55.4,ENSEM
PAT,2024-02-07T09:57:10Z,56.5,ENSEM
PAT,2024-02-07T09:57:25Z,57.4,ENSEM
PAT,2024-02-07T09:57:41Z,57.7,ENSEM
PAT,2024-02-07T09:57:56Z,54.9,ENSEM
PAT,2024-02-07T09:58:11Z,58.2,ENSEM
PAT,2024-02-07T09:58:26Z,61.5,ENSEM
PAT,2024-02-07T09:58:41Z,62.2,ENSEM
PAT,2024-02-07T09:58:56Z,59.9,ENSEM
PAT,2024-02-07T09:59:11Z,58.9,ENSEM
PAT,2024-02-07T09:59:26Z,58.1,ENSEM
PAT,2024-02-07T09:59:41Z,57.6,ENSEM
PAT,2024-02-07T09:59:56Z,53.8,ENSEM
PAT,2024-02-07T10:00:17Z,55.2,ENSEM
PAT,2024-02-07T10:00:26Z,53.1,ENSEM
PAT,2024-02-07T10:00:57Z,53.9,ENSEM
PAT,2024-02-07T10:01:12Z,54.8,ENSEM
PAT,2024-02-07T10:01:27Z,54.6,ENSEM
PAT,2024-02-07T10:01:57Z,53.6,ENSEM
PAT,2024-02-07T10:02:12Z,53.5,ENSEM
PAT,2024-02-07T10:02:27Z,51.4,ENSEM
PAT,2024-02-07T10:02:42Z,51.7,ENSEM
PAT,2024-02-07T10:02:57Z,55.1,ENSEM
PAT,2024-02-07T10:03:12Z,57.3,ENSEM
PAT,2024-02-07T10:03:27Z,52.8,ENSEM
PAT,2024-02-07T10:03:43Z,53.7,ENSEM
PAT,2024-02-07T10:03:58Z,55.8,ENSEM
PAT,2024-02-07T10:04:13Z,54.8,ENSEM
PAT,2024-02-07T10:04:28Z,53.2,ENSEM
PAT,2024-02-07T10:04:43Z,49.0,ENSEM
PAT,2024-02-07T10:04:58Z,52.8,ENSEM
PAT,2024-02-07T10:05:13Z,56.3,ENSEM
PAT,2024-02-07T10:05:43Z,58.5,ENSEM
PAT,2024-02-07T10:05:58Z,58.3,ENSEM
